country,year,population,pop_repage,month,births,countrycode,TFR,CBR,GFR,modate
Finland,2015,5479717.5,1151700.5,6,4575.9599609375,FIN,1.63,10.020866,47.678646,665
Finland,2015,5479717.5,1151700.5,7,4600.91015625,FIN,1.64,10.075505,47.93861,666
Finland,2015,5479717.5,1151700.5,8,4565.5498046875,FIN,1.63,9.9980698,47.570179,667
Finland,2015,5479717.5,1151700.5,9,4589.39990234375,FIN,1.64,10.050299,47.81868,668
Finland,2015,5479717.5,1151700.5,10,4550.8701171875,FIN,1.62,9.9659224,47.417225,669
Finland,2015,5479717.5,1151700.5,11,4820.080078125,FIN,1.72,10.555464,50.222225,670
Finland,2015,5479717.5,1151700.5,12,4614.02001953125,FIN,1.65,10.104215,48.075207,671
Finland,2016,5495469,1146899.5,1,4492,FIN,1.6,9.8088083,46.99976,672
Finland,2016,5495469,1146899.5,2,4356.89013671875,FIN,1.55,9.5137796,45.586105,673
Finland,2016,5495469,1146899.5,3,4490.330078125,FIN,1.6,9.8051615,46.982288,674
Finland,2016,5495469,1146899.5,4,4543.919921875,FIN,1.62,9.9221811,47.542995,675
Finland,2016,5495469,1146899.5,5,4541,FIN,1.62,9.9158049,47.512447,676
Finland,2016,5495469,1146899.5,6,4390.72021484375,FIN,1.5599999,9.5876513,45.940071,677
Finland,2016,5495469,1146899.5,7,4309.2099609375,FIN,1.53,9.4096642,45.087227,678
Finland,2016,5495469,1146899.5,8,4355.22998046875,FIN,1.55,9.5101547,45.568737,679
Finland,2016,5495469,1146899.5,9,4438.93994140625,FIN,1.58,9.6929455,46.444592,680
Finland,2016,5495469,1146899.5,10,4382.1298828125,FIN,1.5599999,9.5688934,45.850189,681
Finland,2016,5495469,1146899.5,11,4232.72998046875,FIN,1.51,9.2426615,44.287018,682
Finland,2016,5495469,1146899.5,12,4165.27001953125,FIN,1.48,9.095355,43.581184,683
Finland,2017,5508396,1142084,1,4183.18017578125,FIN,1.49,9.1130276,43.953125,684
Finland,2017,5508396,1142084,2,4214.43994140625,FIN,1.5,9.1811266,44.281574,685
Finland,2017,5508396,1142084,3,4140.22021484375,FIN,1.47,9.0194387,43.50174,686
Finland,2017,5508396,1142084,4,4181.85009765625,FIN,1.49,9.1101294,43.939152,687
Finland,2017,5508396,1142084,5,4239.3798828125,FIN,1.51,9.2354574,44.543621,688
Finland,2017,5508396,1142084,6,4303.240234375,FIN,1.53,9.3745775,45.214611,689
Finland,2017,5508396,1142084,7,4311.35986328125,FIN,1.53,9.3922653,45.299923,690
Finland,2017,5508396,1142084,8,4197.669921875,FIN,1.49,9.1445932,44.10537,691
Finland,2017,5508396,1142084,9,4079.47998046875,FIN,1.45,8.8871174,42.863537,692
Finland,2017,5508396,1142084,10,4213.97998046875,FIN,1.5,9.1801243,44.276745,693
Finland,2017,5508396,1142084,11,4115.259765625,FIN,1.46,8.9650631,43.239479,694
Finland,2017,5508396,1142084,12,4172.7998046875,FIN,1.48,9.0904131,43.844059,695
Finland,2018,5515736.5,1137627.5,1,4084.360107421875,FIN,1.45,8.8859072,43.082928,696
Finland,2018,5515736.5,1137627.5,2,4043.800048828125,FIN,1.4400001,8.7976646,42.655087,697
Finland,2018,5515736.5,1137627.5,3,3963.81005859375,FIN,1.41,8.6236391,41.811333,698
Finland,2018,5515736.5,1137627.5,4,4088.719970703125,FIN,1.45,8.8953924,43.128914,699
Finland,2018,5515736.5,1137627.5,5,4027.52001953125,FIN,1.4299999,8.7622461,42.48336,700
Finland,2018,5515736.5,1137627.5,6,3966.889892578125,FIN,1.41,8.6303396,41.843819,701
Finland,2018,5515736.5,1137627.5,7,3920.06005859375,FIN,1.39,8.5284567,41.349846,702
Finland,2018,5515736.5,1137627.5,8,4008.0400390625,FIN,1.42,8.7198658,42.277882,703
Finland,2018,5515736.5,1137627.5,9,3851.3701171875,FIN,1.37,8.3790159,40.625286,704
Finland,2018,5515736.5,1137627.5,10,3828.179931640625,FIN,1.36,8.3285627,40.380669,705
Finland,2018,5515736.5,1137627.5,11,3937.409912109375,FIN,1.4,8.5662031,41.532856,706
Finland,2018,5515736.5,1137627.5,12,3875.199951171875,FIN,1.37,8.4308596,40.876648,707
Finland,2019,5521759,1136146.5,1,3859.510009765625,FIN,1.37,8.3875666,40.764214,708
Finland,2019,5521759,1136146.5,2,3639.340087890625,FIN,1.29,7.9090886,38.438778,709
Finland,2019,5521759,1136146.5,3,3795.159912109375,FIN,1.35,8.2477198,40.084549,710
Finland,2019,5521759,1136146.5,4,3828.27001953125,FIN,1.36,8.3196754,40.434258,711
Finland,2019,5521759,1136146.5,5,3662.510009765625,FIN,1.3,7.9594421,38.683498,712
Finland,2019,5521759,1136146.5,6,3758.989990234375,FIN,1.33,8.1691141,39.702522,713
Finland,2019,5521759,1136146.5,7,3808.110107421875,FIN,1.35,8.2758627,40.221329,714
Finland,2019,5521759,1136146.5,8,3825.889892578125,FIN,1.36,8.3145027,40.409119,715
Finland,2019,5521759,1136146.5,9,3931.8798828125,FIN,1.39,8.5448418,41.528587,716
Finland,2019,5521759,1136146.5,10,3757.97998046875,FIN,1.33,8.1669188,39.691853,717
Finland,2019,5521759,1136146.5,11,3882.56005859375,FIN,1.38,8.4376593,41.007671,718
Finland,2019,5521759,1136146.5,12,3872.4599609375,FIN,1.37,8.4157095,40.900993,719
Finland,2020,5529612,1137702,1,3896.4599609375,FIN,1.38,8.4558411,41.098213,720
Finland,2020,5529612,1137702,2,3903.860107421875,FIN,1.38,8.4719,41.176266,721
Finland,2020,5529612,1137702,3,3884.530029296875,FIN,1.38,8.4299517,40.972382,722
Finland,2020,5529612,1137702,4,3844.510009765625,FIN,1.36,8.3431025,40.550266,723
Finland,2020,5529612,1137702,5,3861.6298828125,FIN,1.37,8.3802547,40.730839,724
Finland,2020,5529612,1137702,6,3741.449951171875,FIN,1.3200001,8.1194487,39.463234,725
Finland,2020,5529612,1137702,7,3861.97998046875,FIN,1.37,8.3810148,40.734531,726
Finland,2020,5529612,1137702,8,3924.320068359375,FIN,1.39,8.5163012,41.392071,727
Finland,2020,5529612,1137702,9,3813.989990234375,FIN,1.35,8.2768698,40.228355,728
Finland,2020,5529612,1137702,10,3860.760009765625,FIN,1.37,8.3783674,40.721664,729
Finland,2020,5529612,1137702,11,3830.6298828125,FIN,1.35,8.3129807,40.403866,730
Finland,2020,5529612,1137702,12,3936.35009765625,FIN,1.39,8.542408,41.518959,731
Finland,2021,5541075,1141551,1,4038.179931640625,FIN,1.4299999,8.7452631,42.449402,732
Finland,2021,5541075,1141551,2,4302.77978515625,FIN,1.52,9.3182926,45.230881,733
Finland,2021,5541075,1141551,3,4262.43017578125,FIN,1.51,9.2309093,44.806725,734
Finland,2021,5541075,1141551,4,4125.27978515625,FIN,1.46,8.9338903,43.364998,735
Finland,2021,5541075,1141551,5,4080.10009765625,FIN,1.4400001,8.8360472,42.890068,736
Finland,2021,5541075,1141551,6,4185.91015625,FIN,1.48,9.0651941,44.002346,737
Finland,2021,5541075,1141551,7,4037.080078125,FIN,1.42,8.7428808,42.437843,738
Finland,2021,5541075,1141551,8,4116.419921875,FIN,1.45,8.9147034,43.271862,739
Finland,2021,5541075,1141551,9,4215.93017578125,FIN,1.49,9.1302071,44.317917,740
Finland,2021,5541075,1141551,10,4131.31982421875,FIN,1.46,8.9469709,43.42849,741
Finland,2021,5541075,1141551,11,4132.7900390625,FIN,1.46,8.9501553,43.443947,742
Finland,2021,5541075,1141551,12,4004.510009765625,FIN,1.41,8.6723461,42.095467,743
Finland,2022,5569299,1150289,1,4022.10009765625,FIN,1.42,8.666297,41.959194,744
Finland,2022,5569299,1150289,2,3826.080078125,FIN,1.35,8.2439394,39.914284,745
Finland,2022,5569299,1150289,3,3577.06005859375,FIN,1.26,7.7073832,37.316467,746
Finland,2022,5569299,1150289,4,3616.090087890625,FIN,1.27,7.7914801,37.723633,747
Finland,2022,5569299,1150289,5,3761.429931640625,FIN,1.3200001,8.1046391,39.239841,748
Finland,2022,5569299,1150289,6,3780.280029296875,FIN,1.33,8.1452551,39.436489,749
Finland,2022,5569299,1150289,7,3794.3798828125,FIN,1.33,8.1756353,39.58358,750
Finland,2022,5569299,1150289,8,3762.919921875,FIN,1.3200001,8.1078501,39.255386,751
Finland,2022,5569299,1150289,9,3761.1298828125,FIN,1.3200001,8.1039925,39.236713,752
Finland,2022,5569299,1150289,10,3809.320068359375,FIN,1.33,8.2078266,39.739441,753
Finland,2022,5569299,1150289,11,3631.06005859375,FIN,1.27,7.8237352,37.879803,754
Finland,2022,5569299,1150289,12,3646.60009765625,FIN,1.27,7.8572187,38.04192,755
Finland,2023,5601185.5,1160825,1,3544.330078125,FIN,1.24,7.5933857,36.639427,756
Finland,2023,5601185.5,1160825,2,3607.10009765625,FIN,1.26,7.7278643,37.288307,757
Finland,2023,5601185.5,1160825,3,3603.760009765625,FIN,1.26,7.7207084,37.25378,758
Finland,2023,5601185.5,1160825,4,3542.070068359375,FIN,1.23,7.5885439,36.616062,759
Finland,2023,5601185.5,1160825,5,3632.330078125,FIN,1.26,7.7819171,37.549122,760
Finland,2023,5601185.5,1160825,6,3595.090087890625,FIN,1.25,7.7021341,37.164154,761
Finland,2023,5601185.5,1160825,7,3728.510009765625,FIN,1.3,7.9879732,38.543381,762
Finland,2023,5601185.5,1160825,8,3559.31005859375,FIN,1.24,7.6254787,36.794281,763
Finland,2023,5601185.5,1160825,9,3641.909912109375,FIN,1.26,7.8024411,37.648155,764
Finland,2023,5601185.5,1160825,10,3605.169921875,FIN,1.25,7.7237291,37.268356,765
Finland,2023,5601185.5,1160825,11,3697.52001953125,FIN,1.28,7.9215803,38.223022,766
Finland,2023,5601185.5,1160825,12,3671.239990234375,FIN,1.27,7.8652778,37.951355,767
Finland,2024,5617310.5,1168904.5,1,3685.1201171875,FIN,1.28,7.8723512,37.831528,768
Finland,2024,5617310.5,1168904.5,2,3672.3701171875,FIN,1.27,7.8451142,37.700634,769
Finland,2024,5617310.5,1168904.5,3,3674.679931640625,FIN,1.27,7.8500485,37.724346,770
Finland,2024,5617310.5,1168904.5,4,3729.219970703125,FIN,1.29,7.9665599,38.284256,771
Finland,2024,5617310.5,1168904.5,5,3684.31005859375,FIN,1.27,7.8706207,37.823212,772
Finland,2024,5617310.5,1168904.5,6,3670.5400390625,FIN,1.27,7.8412046,37.681847,773
Finland,2024,5617310.5,1168904.5,7,3578.39990234375,FIN,1.24,7.6443696,36.735935,774
Finland,2024,5617310.5,1168904.5,8,3441.320068359375,FIN,1.1900001,7.3515325,35.328671,775
Finland,2024,5617310.5,1168904.5,9,3559.080078125,FIN,1.23,7.6030979,36.537598,776
Finland,2024,5617310.5,1168904.5,10,3646.969970703125,FIN,1.26,7.790853,37.439877,777
Finland,2024,5617310.5,1168904.5,11,3643.22998046875,FIN,1.26,7.7828631,37.401482,778
Finland,2024,5617310.5,1168904.5,12,3642.77001953125,FIN,1.26,7.7818809,37.396759,779
France,2012,64058464,14295366,1,64503.78125,FRATNP,1.95,12.083421,54.146595,624
France,2012,64058464,14295366,2,65864.9375,FRATNP,1.99,12.338405,55.289192,625
France,2012,64058464,14295366,3,67100.78125,FRATNP,2.03,12.569914,56.326599,626
France,2012,64058464,14295366,4,68097.09375,FRATNP,2.0599999,12.756552,57.162937,627
France,2012,64058464,14295366,5,66177.890625,FRATNP,2,12.39703,55.551895,628
France,2012,64058464,14295366,6,64266.1015625,FRATNP,1.9400001,12.038897,53.947079,629
France,2012,64058464,14295366,7,65070.578125,FRATNP,1.97,12.189598,54.622383,630
France,2012,64058464,14295366,8,65376.8515625,FRATNP,1.98,12.246972,54.879478,631
France,2012,64058464,14295366,9,65353.48828125,FRATNP,1.98,12.242596,54.859867,632
France,2012,64058464,14295366,10,66422.703125,FRATNP,2.01,12.44289,55.757401,633
France,2012,64058464,14295366,11,65609.203125,FRATNP,1.99,12.290498,55.07452,634
France,2012,64058464,14295366,12,65221.58984375,FRATNP,1.98,12.217887,54.749146,635
France,2013,64387736,14272896,1,64861.140625,FRATNP,1.96,12.088229,54.532288,636
France,2013,64387736,14272896,2,64951.1796875,FRATNP,1.97,12.105009,54.60799,637
France,2013,64387736,14272896,3,65119.44140625,FRATNP,1.97,12.136369,54.749454,638
France,2013,64387736,14272896,4,65506.80859375,FRATNP,1.98,12.208563,55.075138,639
France,2013,64387736,14272896,5,64919.66015625,FRATNP,1.97,12.099135,54.58149,640
France,2013,64387736,14272896,6,64349.46875,FRATNP,1.95,11.992868,54.1021,641
France,2013,64387736,14272896,7,65840.5078125,FRATNP,2,12.270755,55.355698,642
France,2013,64387736,14272896,8,65570.8984375,FRATNP,1.99,12.220507,55.129021,643
France,2013,64387736,14272896,9,64865.0390625,FRATNP,1.97,12.088955,54.535568,644
France,2013,64387736,14272896,10,64486.51171875,FRATNP,1.95,12.018409,54.217319,645
France,2013,64387736,14272896,11,65331.5703125,FRATNP,1.98,12.175903,54.927803,646
France,2013,64387736,14272896,12,66069.3671875,FRATNP,2,12.313407,55.548111,647
France,2014,64692492,14239860,1,66247.9375,FRATNP,2.01,12.288524,55.827461,648
France,2014,64692492,14239860,2,67045.25,FRATNP,2.03,12.43642,56.499363,649
France,2014,64692492,14239860,3,67382.6015625,FRATNP,2.04,12.498997,56.783649,650
France,2014,64692492,14239860,4,65077.58984375,FRATNP,1.97,12.071433,54.841206,651
France,2014,64692492,14239860,5,64564.62890625,FRATNP,1.96,11.976282,54.408932,652
France,2014,64692492,14239860,6,65226.0703125,FRATNP,1.98,12.098975,54.966331,653
France,2014,64692492,14239860,7,64102.8515625,FRATNP,1.95,11.890626,54.019787,654
France,2014,64692492,14239860,8,64296.44921875,FRATNP,1.95,11.926537,54.182934,655
France,2014,64692492,14239860,9,65082.53125,FRATNP,1.98,12.07235,54.845367,656
France,2014,64692492,14239860,10,64160.69921875,FRATNP,1.95,11.901356,54.068535,657
France,2014,64692492,14239860,11,64279.359375,FRATNP,1.95,11.923367,54.168533,658
France,2014,64692492,14239860,12,64308.75,FRATNP,1.95,11.928819,54.193298,659
France,2015,64916336,14193695,1,64374.7109375,FRATNP,1.96,11.899879,54.425331,660
France,2015,64916336,14193695,2,64014.76171875,FRATNP,1.9400001,11.833341,54.121014,661
France,2015,64916336,14193695,3,63715.23828125,FRATNP,1.9400001,11.777973,53.867783,662
France,2015,64916336,14193695,4,64124.28125,FRATNP,1.95,11.853586,54.213604,663
France,2015,64916336,14193695,5,64409.3203125,FRATNP,1.96,11.906277,54.45459,664
France,2015,64916336,14193695,6,63659.53125,FRATNP,1.9400001,11.767675,53.820683,665
France,2015,64916336,14193695,7,62242.80859375,FRATNP,1.89,11.50579,52.622921,666
France,2015,64916336,14193695,8,63170.3203125,FRATNP,1.92,11.677243,53.407082,667
France,2015,64916336,14193695,9,63154.1015625,FRATNP,1.92,11.674245,53.393372,668
France,2015,64916336,14193695,10,62779.94921875,FRATNP,1.91,11.605082,53.077045,669
France,2015,64916336,14193695,11,62643.921875,FRATNP,1.91,11.579937,52.96204,670
France,2015,64916336,14193695,12,62530.1796875,FRATNP,1.9,11.558911,52.865879,671
France,2016,65086856,14141544,1,62931.6015625,FRATNP,1.92,11.602638,53.40147,672
France,2016,65086856,14141544,2,62295.5390625,FRATNP,1.9,11.485368,52.861729,673
France,2016,65086856,14141544,3,62090.1796875,FRATNP,1.89,11.447506,52.687469,674
France,2016,65086856,14141544,4,61868.7890625,FRATNP,1.89,11.406688,52.499603,675
France,2016,65086856,14141544,5,62092.328125,FRATNP,1.89,11.447902,52.689293,676
France,2016,65086856,14141544,6,62361.25,FRATNP,1.9,11.497482,52.917488,677
France,2016,65086856,14141544,7,63248.73046875,FRATNP,1.9299999,11.661107,53.670574,678
France,2016,65086856,14141544,8,61630.3203125,FRATNP,1.88,11.362721,52.297249,679
France,2016,65086856,14141544,9,61348.48828125,FRATNP,1.87,11.31076,52.058098,680
France,2016,65086856,14141544,10,61787.76953125,FRATNP,1.88,11.39175,52.430855,681
France,2016,65086856,14141544,11,60838.5390625,FRATNP,1.86,11.216742,51.625374,682
France,2016,65086856,14141544,12,60639.44140625,FRATNP,1.85,11.180035,51.456425,683
France,2017,65284776,14105491,1,60633.12109375,FRATNP,1.85,11.144979,51.582569,684
France,2017,65284776,14105491,2,61719.890625,FRATNP,1.88,11.344738,52.507118,685
France,2017,65284776,14105491,3,61174.9609375,FRATNP,1.87,11.244575,52.04353,686
France,2017,65284776,14105491,4,62255.7890625,FRATNP,1.9,11.443242,52.963024,687
France,2017,65284776,14105491,5,61323.98046875,FRATNP,1.87,11.271966,52.170303,688
France,2017,65284776,14105491,6,59424.98828125,FRATNP,1.8200001,10.922912,50.554771,689
France,2017,65284776,14105491,7,61142.609375,FRATNP,1.87,11.238628,52.016006,690
France,2017,65284776,14105491,8,61079.37109375,FRATNP,1.87,11.227004,51.962208,691
France,2017,65284776,14105491,9,59843.26171875,FRATNP,1.83,10.999795,50.91061,692
France,2017,65284776,14105491,10,60707.8515625,FRATNP,1.86,11.158715,51.646145,693
France,2017,65284776,14105491,11,60995.01953125,FRATNP,1.87,11.211499,51.890446,694
France,2017,65284776,14105491,12,60685.12890625,FRATNP,1.86,11.154538,51.626812,695
France,2018,65519544,14094256,1,59822.171875,FRATNP,1.83,10.956518,50.933235,696
France,2018,65519544,14094256,2,59484.3984375,FRATNP,1.8200001,10.894654,50.645653,697
France,2018,65519544,14094256,3,59049.55859375,FRATNP,1.8099999,10.815013,50.275425,698
France,2018,65519544,14094256,4,59875.44140625,FRATNP,1.83,10.966274,50.978588,699
France,2018,65519544,14094256,5,60481.62890625,FRATNP,1.85,11.077298,51.494705,700
France,2018,65519544,14094256,6,60130.12109375,FRATNP,1.84,11.012919,51.195427,701
France,2018,65519544,14094256,7,60364.05859375,FRATNP,1.85,11.055765,51.394604,702
France,2018,65519544,14094256,8,60218.4296875,FRATNP,1.85,11.029093,51.270615,703
France,2018,65519544,14094256,9,60323.1796875,FRATNP,1.85,11.048278,51.359798,704
France,2018,65519544,14094256,10,60154.58984375,FRATNP,1.84,11.017401,51.216259,705
France,2018,65519544,14094256,11,60090.05859375,FRATNP,1.84,11.005582,51.161316,706
France,2018,65519544,14094256,12,59743.921875,FRATNP,1.83,10.942186,50.866611,707
France,2019,65729460,14070396,1,60184.80078125,FRATNP,1.85,10.987731,51.328876,708
France,2019,65729460,14070396,2,58575.05078125,FRATNP,1.8,10.693844,49.955994,709
France,2019,65729460,14070396,3,59417.9609375,FRATNP,1.8200001,10.847732,50.674873,710
France,2019,65729460,14070396,4,59816.25,FRATNP,1.84,10.920445,51.014557,711
France,2019,65729460,14070396,5,59397.94140625,FRATNP,1.8200001,10.844076,50.657799,712
France,2019,65729460,14070396,6,59965.87890625,FRATNP,1.84,10.947762,51.142166,713
France,2019,65729460,14070396,7,59774.26953125,FRATNP,1.84,10.912782,50.978752,714
France,2019,65729460,14070396,8,59696.19140625,FRATNP,1.83,10.898527,50.912163,715
France,2019,65729460,14070396,9,59685.69921875,FRATNP,1.83,10.896611,50.903214,716
France,2019,65729460,14070396,10,59385.5703125,FRATNP,1.8200001,10.841818,50.647247,717
France,2019,65729460,14070396,11,59117.62890625,FRATNP,1.8200001,10.792901,50.418732,718
France,2019,65729460,14070396,12,59213.80078125,FRATNP,1.8200001,10.810458,50.500755,719
France,2020,65905276,14046813,1,59599.69921875,FRATNP,1.83,10.851884,50.915207,720
France,2020,65905276,14046813,2,58520.7109375,FRATNP,1.8,10.655422,49.993443,721
France,2020,65905276,14046813,3,59564.23828125,FRATNP,1.83,10.845427,50.884914,722
France,2020,65905276,14046813,4,58246.55078125,FRATNP,1.79,10.605503,49.759232,723
France,2020,65905276,14046813,5,58835.2890625,FRATNP,1.8099999,10.7127,50.26218,724
France,2020,65905276,14046813,6,58060.5703125,FRATNP,1.78,10.57164,49.600349,725
France,2020,65905276,14046813,7,58013.55859375,FRATNP,1.78,10.56308,49.560188,726
France,2020,65905276,14046813,8,57581.55859375,FRATNP,1.77,10.484422,49.191135,727
France,2020,65905276,14046813,9,57841.6015625,FRATNP,1.78,10.53177,49.413288,728
France,2020,65905276,14046813,10,58233.01953125,FRATNP,1.79,10.60304,49.747673,729
France,2020,65905276,14046813,11,56351.12109375,FRATNP,1.73,10.260385,48.139992,730
France,2020,65905276,14046813,12,54600.01953125,FRATNP,1.6799999,9.9415445,46.644051,731
France,2021,66083548,14038446,1,52378.140625,FRATNP,1.61,9.5112581,44.772598,732
France,2021,66083548,14038446,2,55254.94140625,FRATNP,1.7,10.033651,47.231674,733
France,2021,66083548,14038446,3,59570,FRATNP,1.83,10.817216,50.920166,734
France,2021,66083548,14038446,4,60818.609375,FRATNP,1.87,11.043949,51.987473,735
France,2021,66083548,14038446,5,57889.51953125,FRATNP,1.78,10.51206,49.4837,736
France,2021,66083548,14038446,6,56994.73828125,FRATNP,1.75,10.349578,48.718845,737
France,2021,66083548,14038446,7,58604.671875,FRATNP,1.8,10.641924,50.095009,738
France,2021,66083548,14038446,8,59160.5390625,FRATNP,1.8200001,10.742863,50.57016,739
France,2021,66083548,14038446,9,59995.23046875,FRATNP,1.84,10.894433,51.283649,740
France,2021,66083548,14038446,10,61387.01953125,FRATNP,1.88,11.147165,52.473347,741
France,2021,66083548,14038446,11,59785.7890625,FRATNP,1.84,10.8564,51.104622,742
France,2021,66083548,14038446,12,60223.01953125,FRATNP,1.85,10.935797,51.478363,743
France,2022,66277408,14022744,1,58532.76171875,FRATNP,1.8,10.597776,50.089565,744
France,2022,66277408,14022744,2,59029.66015625,FRATNP,1.8099999,10.687743,50.514786,745
France,2022,66277408,14022744,3,58154.28125,FRATNP,1.79,10.529249,49.765678,746
France,2022,66277408,14022744,4,58050.7109375,FRATNP,1.78,10.510497,49.677048,747
France,2022,66277408,14022744,5,58408.51953125,FRATNP,1.79,10.575281,49.983246,748
France,2022,66277408,14022744,6,57896.62890625,FRATNP,1.78,10.4826,49.545193,749
France,2022,66277408,14022744,7,57960.75,FRATNP,1.78,10.494209,49.600063,750
France,2022,66277408,14022744,8,57473.37890625,FRATNP,1.77,10.405968,49.182995,751
France,2022,66277408,14022744,9,55567.2890625,FRATNP,1.71,10.060856,47.551853,752
France,2022,66277408,14022744,10,55435.8203125,FRATNP,1.7,10.037053,47.43935,753
France,2022,66277408,14022744,11,56054.859375,FRATNP,1.72,10.149135,47.969093,754
France,2022,66277408,14022744,12,55446.58984375,FRATNP,1.7,10.039002,47.448566,755
France,2023,66438824,13990760,1,54511.3515625,FRATNP,1.67,9.8456926,46.754875,756
France,2023,66438824,13990760,2,55006.44921875,FRATNP,1.6900001,9.9351158,47.179523,757
France,2023,66438824,13990760,3,54061.94921875,FRATNP,1.66,9.7645226,46.369419,758
France,2023,66438824,13990760,4,54156.0390625,FRATNP,1.66,9.781517,46.450119,759
France,2023,66438824,13990760,5,53243.7109375,FRATNP,1.63,9.6167345,45.667606,760
France,2023,66438824,13990760,6,53664.25,FRATNP,1.64,9.6926908,46.028309,761
France,2023,66438824,13990760,7,53072.30859375,FRATNP,1.62,9.5857763,45.520596,762
France,2023,66438824,13990760,8,52756.48828125,FRATNP,1.61,9.5287333,45.24971,763
France,2023,66438824,13990760,9,51788.890625,FRATNP,1.59,9.3539686,44.419796,764
France,2023,66438824,13990760,10,52758.30078125,FRATNP,1.62,9.5290613,45.251266,765
France,2023,66438824,13990760,11,53348,FRATNP,1.63,9.6355705,45.757057,766
France,2023,66438824,13990760,12,52508.359375,FRATNP,1.61,9.4839172,45.036888,767
France,2024,66548532,13978033,1,53625.171875,FRATNP,1.64,9.6696653,46.036667,768
France,2024,66548532,13978033,2,53138.6796875,FRATNP,1.63,9.5819416,45.619019,769
France,2024,66548532,13978033,3,53396.98828125,FRATNP,1.64,9.62852,45.840775,770
France,2024,66548532,13978033,4,53228.51953125,FRATNP,1.63,9.5981417,45.696144,771
France,2024,66548532,13978033,5,52959.1484375,FRATNP,1.62,9.5495691,45.464893,772
France,2024,66548532,13978033,6,50352.3203125,FRATNP,1.54,9.0795069,43.226959,773
France,2024,66548532,13978033,7,51447.30078125,FRATNP,1.58,9.2769527,44.166988,774
France,2024,66548532,13978033,8,51681.890625,FRATNP,1.59,9.3192539,44.368382,775
France,2024,66548532,13978033,9,51924.12109375,FRATNP,1.59,9.3629332,44.576332,776
France,2024,66548532,13978033,10,51970.30859375,FRATNP,1.6,9.3712616,44.615986,777
France,2024,66548532,13978033,11,51002.8515625,FRATNP,1.5700001,9.1968098,43.785431,778
France,2024,66548532,13978033,12,51190.30078125,FRATNP,1.5700001,9.2306108,43.946354,779
Germany,2012,80916392,18030662,1,55496.66015625,DEUTNP,1.4,8.2302227,36.934856,624
Germany,2012,80916392,18030662,2,55909.26171875,DEUTNP,1.41,8.2914124,37.209457,625
Germany,2012,80916392,18030662,3,56880.4609375,DEUTNP,1.4299999,8.435442,37.855824,626
Germany,2012,80916392,18030662,4,56457.87890625,DEUTNP,1.42,8.3727722,37.574581,627
Germany,2012,80916392,18030662,5,56319.390625,DEUTNP,1.42,8.3522348,37.48241,628
Germany,2012,80916392,18030662,6,54614.3203125,DEUTNP,1.37,8.099371,36.34763,629
Germany,2012,80916392,18030662,7,55164.16015625,DEUTNP,1.39,8.180912,36.713566,630
Germany,2012,80916392,18030662,8,56033.2890625,DEUTNP,1.41,8.3098049,37.292,631
Germany,2012,80916392,18030662,9,55762.05078125,DEUTNP,1.4,8.2695808,37.111485,632
Germany,2012,80916392,18030662,10,56460.08984375,DEUTNP,1.42,8.3731003,37.57605,633
Germany,2012,80916392,18030662,11,56872.78125,DEUTNP,1.4299999,8.4343033,37.850712,634
Germany,2012,80916392,18030662,12,56655.76171875,DEUTNP,1.42,8.4021187,37.706276,635
Germany,2013,81041584,17784232,1,56526.109375,DEUTNP,1.42,8.3699417,38.141277,636
Germany,2013,81041584,17784232,2,56274.21875,DEUTNP,1.41,8.3326435,37.971313,637
Germany,2013,81041584,17784232,3,56390.2109375,DEUTNP,1.41,8.3498182,38.04958,638
Germany,2013,81041584,17784232,4,56709.62109375,DEUTNP,1.42,8.3971148,38.265102,639
Germany,2013,81041584,17784232,5,56427.37109375,DEUTNP,1.41,8.3553209,38.074654,640
Germany,2013,81041584,17784232,6,56476.140625,DEUTNP,1.41,8.3625422,38.107559,641
Germany,2013,81041584,17784232,7,57380.5390625,DEUTNP,1.4299999,8.496459,38.717808,642
Germany,2013,81041584,17784232,8,57068.4609375,DEUTNP,1.42,8.4502487,38.507233,643
Germany,2013,81041584,17784232,9,58293.859375,DEUTNP,1.45,8.6316957,39.334076,644
Germany,2013,81041584,17784232,10,56663.69140625,DEUTNP,1.41,8.3903131,38.234112,645
Germany,2013,81041584,17784232,11,56576.25,DEUTNP,1.41,8.3773661,38.17511,646
Germany,2013,81041584,17784232,12,57354.41015625,DEUTNP,1.4299999,8.49259,38.700176,647
Germany,2014,81376080,17626962,1,58096.8203125,DEUTNP,1.4400001,8.5671597,39.55088,648
Germany,2014,81376080,17626962,2,60204.75,DEUTNP,1.5,8.8780022,40.985905,649
Germany,2014,81376080,17626962,3,58625.83984375,DEUTNP,1.46,8.6451702,39.911022,650
Germany,2014,81376080,17626962,4,59397.05859375,DEUTNP,1.47,8.7588968,40.43605,651
Germany,2014,81376080,17626962,5,59236.03125,DEUTNP,1.47,8.7351513,40.326427,652
Germany,2014,81376080,17626962,6,59532.6484375,DEUTNP,1.48,8.7788916,40.528355,653
Germany,2014,81376080,17626962,7,59796.0703125,DEUTNP,1.48,8.8177366,40.707687,654
Germany,2014,81376080,17626962,8,59262.421875,DEUTNP,1.47,8.7390432,40.344391,655
Germany,2014,81376080,17626962,9,60003.640625,DEUTNP,1.48,8.8483458,40.848995,656
